conm,gvkey
BANK OF COMMERCE HOLDINGS,112112
BANK OF HAWAII CORP,2005
BANK OF MARIN BANCORP,31764
BANK OF NEW YORK MELLON CORP,2019
BANK OF THE CAROLINAS,121974
BANK OF THE JAMES FINANCIAL,136844
BANK OZK,65106
BANK SOUTH CAROLINA CORP,17641
BANK7 CORP,34132
BANKFINANCIAL CORP,161942
BANKGUAM HOLDING CO,138541
BANKRATE INC,120458
BANKUNITED INC,185824
BANKWELL FINANCIAL GROUP INC,160423
BANNER CORP,61487
BAR HARBOR BANKSHARES,31895
BARD (C.R.) INC,2044
BARFRESH FOOD GROUP INC,170535
BARINGS BDC INC,176725
BARK INC,38937
BARNES & NOBLE EDUCATION INC,23208
BARNES & NOBLE INC,28924
BARNES GROUP INC,2049
BARNWELL INDUSTRIES,2052
BARRACUDA NETWORKS INC,18838
BARRETT BUSINESS SVCS INC,28410
BASIC ENERGY SERVICES INC,137024
BASSETT FURNITURE INDS,2080
BATH & BODY WORKS INC,6733
BATS GLOBAL MARKETS INC,170791
BATTALION OIL CORP,174169
BAUDAX BIO INC,35796
BAXALTA INC,22734
BAXTER INTERNATIONAL INC,2086
BAY BANCORP INC,17815
BAY BANKS OF VIRGINIA INC,126759
BAYCOM CORP,161023
BAYLAKE CORP,17388
BAZAARVOICE INC,188157
BBQ HOLDINGS INC,63930
BBVA COMPASS BANCSHARES INC,2849
BBX CAPITAL CORP,5849
BBX CAPITAL CORP -OLD,16681
BCB BANCORP INC,147312
BEACHBODY CO INC (THE),39112
BEACON ROOFING SUPPLY INC,160598
BEAM GLOBAL,184345
BEAM THERAPEUTICS INC,35714
BEAR STATE FINANCIAL INC,62755
BEASLEY BROADCAST GROUP INC,129823
BEAUTY HEALTH CO (THE),38768
BEAZER HOMES USA INC,29755
BEBE STORES INC,111662
BECTON DICKINSON & CO,2111
BED BATH & BEYOND INC,25338
BEHRINGER HARVARD OPP REIT I,185165
BEL FUSE INC,2124
BELDEN INC,28940
BELK INC,117981
BELLICUM PHARMACEUTICALS INC,22258
BELLRING BRANDS INC,35684
BELPOINTE PREP LLC,39475
BEMAX INC,23473
BEMIS CO INC,2154
BENCHMARK BANKSHARES INC,29944
BENCHMARK ELECTRONICS INC,23084
BENEFICIAL BANCORP INC,177300
BENEFITFOCUS INC,18561
BENEFYTT TECHNOLOGIES INC,16886
BENSON HILL INC,39783
BENTLEY SYSTEMS INC,37076
BERGIO INTERNATIONAL INC,183831
BERKELEY LIGHTS INC,36660
BERKLEY (W R) CORP,14822
BERKSHIRE BANCORP INC,120193
BERKSHIRE GREY INC,39316
BERKSHIRE HATHAWAY,2176
BERKSHIRE HATHAWAY ENERGY CO,13427
BERKSHIRE HILLS BANCORP INC,137351
BERKSHIRE HOMES INC,187112
BERKSHIRE INCOME REALTY INC,153748
BERRY CORP,13431
BERRY GLOBAL GROUP INC,180483
BESPOKE EXTRACTS INC,170947
BEST BUY CO INC,2184
BETTER CHOICE CO INC,184548
BETTER FOR YOU WELLNESS INC,185773
BEXIL CORP,63718
BEYOND AIR INC,33467
BEYOND MEAT INC,34447
BG MEDICINE INC,178972
BGC PARTNERS INC,127377
BGSF INC,20044
BIG 5 SPORTING GOODS CORP,145041
BIG LOTS INC,12123
BIGBEAR AI HOLDINGS INC,37966
BIGCOMMERCE HOLDIN INC,36754
BIGLARI HOLDINGS INC,3424
BILL.COM HOLDINGS INC,35868
BIMI INTERNATIONAL MEDCL INC,152109
BIO REFERENCE LABS,12576
BIO-KEY INTERNATIONAL INC,64645
BIO-PATH HOLDINGS INC,165563
BIO-RAD LABORATORIES INC,2220
BIO-TECHNE CORP,15414
BIOAMBER INC,196160
BIOATLA INC,37541
BIOCARDIA INC,24598
BIOCEPT INC,19117
BIOCORRX INC,195356
BIOCRYST PHARMACEUTICALS INC,29837
BIODELIVERY SCIENCES INTL,148219
BIODESIX INC,37134
BIOFORCE NANOSCIENCES HLDGS,264430
BIOFRONTERA INC,39342
BIOGEN INC,24468
BIOLARGO INC,24797
BIOLASE INC,23291
BIOLIFE SOLUTIONS INC,17199
BIOMARIN PHARMACEUTICAL INC,122257
BIOMED REALTY TRUST INC,161013
BIOMERICA INC,7662
BION ENVIRONMENTAL TECH INC,25360
BIONANO GENOMICS INC,33749
BIONEXUS GENE LAB CORP,36311
BIONIK LABORATORIES CORP,23255
BIOPHARMX CORP,19722
BIOPOWER OPERATIONS CORP,187769
BIORA THERAPEUTICS INC,36619
BIORESTORATIVE THERAPIES INC,66042
BIOSCRIP INC,63490
BIOSHAFT WATER TECHNOLOGY,176641
BIOSIG TECHNOLOGIES INC,21824
BIOSPECIFICS TECHNOLOGIES CP,24710
BIOSTAGE INC,16719
BIOSTAR PHARMACEUTICALS INC,181794
BIOTELEMETRY INC,179441
BIOTRICITY INC,26891
BIOVENTUS INC,27644
BIOVERATIV INC,29819
BIRD GLOBAL INC,37658
BIRNER DENTAL MGMT SVCS INC,66610
BITECH TECHNOLOGIES CORP,116025
BJ SERVICES INC- REDH,32286
BJ'S RESTAURANTS INC,63739
BJS WHSL CLUB HLDGS INC,33718
BK TECHNOLOGIES CORP,1117
BKF CAPITAL GROUP INC,146734
BLACK BOX CORP,26012
BLACK HILLS CORP,2259
BLACK HILLS POWER INC,144646
BLACK KNIGHT INC,180272
BLACK STONE MINERALS LP,23433
BLACKBAUD INC,260893
BLACKBOXSTOCKS INC,26630
BLACKCRAFT CULT INC,20119
BLACKHAWK BANCORP INC,23060
BLACKHAWK NETWORK HLDGS INC,17550
BLACKLINE INC,28420
BLACKPOLL FLEET INTL INC,17974
BLACKROCK CAPITAL INVT CORP,177782
BLACKROCK INC,124434
BLACKROCK TCP CAPITAL,171023
BLACKSANDS PETROLEUM INC,163951
BLACKSKY TECHNOLOGY INC,39621
BLACKSTONE INC,177088
BLACKSTONE SECURED LENDING F,39989
BLADE AIR MOBILITY INC,38779
BLEND LABS INC,39056
BLINK CHARGING CO,184049
BLOCK H & R INC,2269
BLOCK INC,26367
BLONDER TONGUE LABS INC,61712
BLOOM ENERGY CORP,33668
BLOOMIN' BRANDS INC,171049
BLOUNT INTL INC,2271
BLUE APRON HOLDNG INC,31624
BLUE BIOFUELS INC,17920
BLUE BIRD CORP,23167
BLUE BUFFALO PET PRODUCTS,24437
BLUE CALYPSO INC,185234
BLUE DOLPHIN ENERGY CO,170804
BLUE EARTH INC,183921
BLUE FOUNDRY BANCORP,38764
BLUE HILLS BANCORP INC,20913
BLUE NILE INC,264391
BLUE OWL CAPITAL INC,38845
BLUE RIDGE BANKSHARES INC,105616
BLUE RIDGE MOUNTAIN RESOURCE,66029
BLUE RIDGE REAL ESTATE CO,2277
BLUE SPHERE CORP,179386
BLUE STAR FOODS CORP,36213
BLUEBIRD BIO INC,17998
BLUEFIRE RENEWABLES INC,30276
BLUEGREEN VACATIONS HOL CORP,39571
BLUEGREEN VACATNS CORP,11877
BLUEKNIGHT ENERGY PRTNRS LP,177945
BLUELINX HOLDINGS INC,161813
BLUEONE CARD INC,185891
BLUEPRINT MEDICINES CORP,23407
BLUEROCK HOMES TRST INC -SPN,41623
BLUEROCK RESIDENTIAL GROWTH,19275
BLUESTEM GROUP INC,166684
BLYTH INC,30219
BM TECHNOLOGIES INC,37673
BMC STOCK HOLDINGS INC,24415
BNC BANCORP,109699
BNCCORP INC,60990
BNSF RAILWAY CO,12312
BOARDWALK PIPELINE PRTNRS-LP,164756
BOB EVANS FARMS,2282
BOEING CO,2285
BOGOTA FINANCIAL CORP,35646
BOINGO WIRELESS INC,186288
BOISE CASCADE CO,16486
BOJANGLES' INC,23594
BOK FINANCIAL CORP,24447
BOLT BIOTHRPTCS INC,37786
BOLT TECHNOLOGY CORP,2295
BON-TON STORES INC,24483
BONSO ELECTRONICS INTL INC,15327
BOOKING HOLDINGS INC,119314
BOOKS-A-MILLION INC,25896
BOOMERANG SYSTEMS INC,12744
BOOT BARN HOLDINGS INC,21898
BOOZ ALLEN HAMILTON HLDG CP,185881
BORDERFREE INC,19830
BORGWARNER INC,28742
BORNEO RESOURCE INVESTMENTS,190577
BOSS HOLDINGS INC,121196
BOSTON BEER INC  -CL A,61581
BOSTON OMAHA CORP,27977
BOSTON PRIVATE FINL HOLDINGS,29211
BOSTON PROPERTIES INC,64925
BOSTON SCIENTIFIC CORP,25279
BOSTON THERAPEUTICS INC-OLD,170827
BOTTOMLINE TECHNOLOGIES INC,118223
BOULDER BRANDS INC,164408
BOWL AMERICA INC  -CL A,2342
BOWLERO CORP,37855
BOWLIN TRAVEL CENTERS INC,142129
BOWMAN CONSLTG GRP LTD,38754
BOWMO INC,184597
BOX INC,20088
BOXED INC,37476
BOXLIGHT CORP,24421
BOYD GAMING CORP,29011
BP MIDSTREAM PARTNERS,32413
BP PRUDHOE BAY ROYALTY TRUST,15350
BPZ RESOURCES INC,162909
BRADY CORP,2352
BRAEBURN PHARMTICL INC-REDH,29696
BRAEMAR HOTELS & RESORTS INC,19084
BRANDYWINE REALTY TRUST,13562
BRAVATEK SOLUTIONS INC,182897
BRAVO BRIO RESTAURANT GP INC,185194
BRAZE INC,39942
BRAZIL FAST FOOD CORP,62710
BRE SELECT HOTELS CORP,20968
BREAD FINANCIAL HOLDINGS INC,143974
BREEDIT CORP-OLD,186687
BREEZE-EASTERN CORP,10692
BREF HR LLC,26251
BREITBURN ENERGY PARTNERS LP,174656
BRENHAM OIL & GAS CORP -OLD,187435
BREWBILT MFG INC,28107
BRIDGE BANCORP INC,17438
BRIDGE CAPITAL HOLDINGS,143910
BRIDGE INV GRP HLD INC,39088
BRIDGEBIO PHARMA INC,35264
BRIDGELINE DIGITAL INC,176768
BRIDGEWATER BANCSHARES,33131
BRIDGEWAY NATIONAL CORP,18632
BRIDGFORD FOODS CORP,2390
BRIGGS & STRATTON,2393
BRIGHAM MINERALS INC,35004
BRIGHT HEALT GROUP INC,38856
BRIGHT HORIZONS FAMILY SOLTN,65275
BRIGHT MOUNTAIN MEDIA INC,19394
BRIGHTCOVE INC,187959
BRIGHTHOUSE FINANL INC,31774
BRIGHTHOUSE LIFE INSURNCE CO,20521
BRIGHTHOUSE LIFE IS CO OF NY,261146
BRIGHTVIEW HOLDINGS,33637
BRILLIANT EARTH GP INC,39556
BRINKER INTL INC,3007
BRINKS CO,28590
BRISTOL-MYERS SQUIBB CO,2403
BRISTOW GROUP INC,8092
BRIXMOR OPERATING PRTNRS LP,22405
BRIXMOR PROPERTY GROUP INC,18383
BROADCOM CORP,66708
BROADRIDGE FINANCIAL SOLUTNS,176928
BROADSOFT INC,184514
BROADSTONE NET LEASE INC,36967
BROADVIEW NETWORKS HLDG INC,177397
BROADVISION INC,63099
BROADWAY FINANCIAL CORP/DE,61815
BROADWIND INC,179249
BROCADE COMMUNICATIONS SYS,120774
BROOKDALE SENIOR LIVING INC,164652
BROOKFIELD PROPERTY REIT,28119
BROOKFLD DTLA OFFICE TR INV,18952
BROOKLINE BANCORP INC,105670
BROWN & BROWN INC,15417
BROWN FORMAN CORP,2435
BROWNIE'S MARINE GROUP INC,106687
BRP GROUP INC,26167
BRT APARTMENTS CORP,1949
BRUKER CORP,138483
BRUNSWICK CORP,2444
BRYN MAWR BANK CORP,16698
BSB BANCORP INC,189860
BSD MEDICAL CORP,1951
BSQUARE CORP,125274
BT BRANDS INC,36481
BTCS INC,19767
BTRS HOLDINGS INC,37740
BUCKEYE PARTNERS LP,13526
BUCKLE INC,25234
BUFFALO WILD WINGS INC,157218
BUILD-A-BEAR WORKSHOP INC,161055
BUILDERS FIRSTSOURCE,163036
BULOVA TECHNOLOGIES GP INC,10791
BUMBLE INC,37790
BURGERFI INTERNATIONAL INC,33138
BURLINGTON NORTHERN SANTA FE,2490
BURLINGTON STORES INC,18675
BURNHAM HOLDINGS INC,17616
BUSINESS FIRST BANCSHS INC,27235
BUTLER NATIONAL CORP,2519
BUTTERFLY NETWORK INC,38079
BUZZFEED INC,37610
BWX TECHNOLOGIES INC,185229
BYLINE BANCORP INC,31585
BYRNA TECHNOLOGIES INC,175457
C H ROBINSON WORLDWIDE INC,65609
C&F FINANCIAL CORP,65958
C&J ENERGY SERVICES INC,186336
C1 FINANCIAL INC,21104
C2 AVIATION CAPITAL INC -SPN,27801
C3.AI INC,37517
C4 THERAPEUTICS INC,37081
CA INC,3310
CABELAS INC,264708
CABLE ONE INC,23225
CABOT CORP,2593
CACI INTL INC  -CL A,2596
CACTUS INC,32938
CADENCE BANCORPORATION,30962
CADENCE BANK,14219
CADENCE DESIGN SYSTEMS INC,13421
CADIZ INC,12964
CADRE HOLDINGS INC,39215
CAESARS ENTERTAINMENT CORP,20423
CAESARS ENTERTAINMENT INC,21808
CAFEPRESS INC,188855
CAI INTERNATIONAL INC,177109
CAL-MAINE FOODS INC,64275
CALAMOS ASSET MANAGEMENT INC,160989
CALAMP CORP,2615
CALATLANTIC GROUP INC,10002
CALAVO GROWERS INC,147708
CALERES INC,2436
CALGON CARBON CORP,13406
CALIBURN INTERNATIONA -REDH,34307
CALIFORNIA BANCORP,178923
CALIFORNIA FIRST LEASNG CORP,13289
CALIFORNIA REPUBLIC BANCORP,179395
CALIFORNIA RESOURCES CORP,21431
CALIFORNIA WATER SERVICE GP,2628
CALITHERA BIOSCIENCES INC,21627
CALIX INC,183903
CALLIDUS SOFTWARE INC,156613
CALLON PETROLEUM CO/DE,15060
CALLOWAY'S NURSERY INC,24218
CALMARE THERAPEUTICS INC,11035
CALPINE CORP,63605
CALUMET SPECIALTY PRODS  -LP,165846
CALYXT INC,32193
CAM GROUP INC,171164
CAMBER ENERGY INC,163596
CAMBIUM LEARNING GROUP INC,176939
CAMBREX CORP,13839
CAMBRIDGE BANCORP,110979
CAMDEN NATIONAL CORP,65548
CAMDEN PROPERTY TRUST,28629
CAMERON INTERNATIONAL CORP,60894
CAMPBELL SOUP CO,2663
CAMPING WORLD HOLDINGS INC,19071
CAMPUS CREST COMMUNITIES INC,184885
CANANDAIGUA NATIONAL CORP,148669
CANCER GENETICS INC,170420
CANCER PREVENTN PHARMA -REDH,26726
CANDEL THERAPTCS INC,39269
CANNABIS GLOBAL INC,180267
CANNABIS SATIVA INC,18387
CANNAE HOLDINGS INC,20960
CANNLABS INC,20910
CANO HEALTH INC,38949
CANOO INC,37576
CANTALOUPE INC,62213
CANTEL MEDICAL CORP,2942
CANTERBURY PARK HOLDING CORP,31099
CAPE BANCORP INC,179361
CAPELLA EDUCATION CO,163878
CAPITAL BANCORP INC,34189
CAPITAL BANK FINANCIAL CORP,187549
CAPITAL CITY BK GROUP INC,20109
CAPITAL FINANCIAL HLDGS INC,65800
CAPITAL ONE FINANCIAL CORP,30990
CAPITAL PROPERTIES INC,2735
CAPITAL SOUTHWEST CORP,20029
CAPITOL FEDERAL FINL INC,119414
CAPRICOR THERAPEUTICS INC,19205
CAPSTAR FINANCIAL HLDGS INC,27945
CAPSTONE COS INC,66665
CAPSTONE FINANCIAL GROUP INC,17717
CAPSTONE GREEN ENERGY CORP,137373
CAPSTONE THERAPEUTICS CORP,27765
CARA THERAPEUTICS INC,19154
CARBO CERAMICS INC,62686
CARBON BLACK INC,33423
CARBON ENERGY CORP,186558
CARBONITE INC,187434
CARBONMETA TECHNOLOGIES INC,146840
CARBYLAN THERAPEUTICS INC,22698
CARDAX INC,19769
CARDCONNECT CORP,27738
CARDIFF ONCOLOGY INC,155387
CARDINAL ENERGY GROUP INC,15646
CARDINAL ETHANOL LLC,184825
CARDINAL FINANCIAL CORP,112626
CARDINAL HEALTH INC,2751
CARDINAL RESOURCES INC,19922
CARDIOVASCULAR SYSTEMS INC,179413
CARDLYTICS INC,32935
CARE CAPITAL PPTYS INC,25600
CARE.COM INC,19352
CARECLOUD INC,20143
CAREDX INC,179834
CAREFUSION CORP,183257
CAREMAX INC,38967
CARETRUST REIT INC,19582
CAREVIEW COMMUNICATIONS INC,160367
CAREY WATERMARK INVESTORS,23750
CARGURUS INC,32541
CARIBOU BIOSCIENCE INC,39291
CARLISLE COS INC,2771
CARLOTZ INC,37861
CARLYLE GROUP INC,189459
CARLYLE SECURED LENDING INC,31819
CARMAX INC,64410
CARNEGIE DEV INC,62019
CAROLINA BANK HOLDINGS INC,65713
CAROLINA FINANCIAL CORP,18392
CAROLINA TRUST BANCSHARES,162555
CARPARTS COM INC,176593
CARPENTER TECHNOLOGY CORP,2787
CARRIAGE SERVICES INC,63456
CARRIER GLOBAL CORP,36191
CARRIZO OIL & GAS INC,65220
CARROLS RESTAURANT GROUP INC,176249
CARS.COM INC,29155
CARTER BANKSHARES INC,176828
CARTER'S INC,150278
CARTESIAN INC,126496
CARVANA CO,30999
CARVER BANCORP INC,30857
CAS MEDICAL SYSTEMS INC,11805
CASA SYSTEMS INC,29375
CASCADE BANCORP,29613
CASCADE MICROTECH INC,141389
CASELLA WASTE SYS INC  -CL A,65702
CASEYS GENERAL STORES INC,2807
CASH AMERICA INTL INC,13032
CASHMERE VALLEY BANK,18275
CASI PHARMACEUTICALS INC,63030
CASPER SLEEP INC,36050
CASPIAN SERVICES INC,145578
CASS INFORMATION SYSTEMS INC,25201
CASTLE (A M) & CO,2811
CASTLE BIOSCIENCES INC,35396
CASTLE BRANDS INC,165691
CASTLIGHT HEALTH INC,19773
CATALENT INC,20228
CATALYST BANCORP INC,39376
CATALYST BIOSCIENCES INC,25999
CATALYST PHARMACEUTICALS INC,175966
CATCHMARK TIMBER TRUST,176234
CATERPILLAR FINANCIAL SVCS,21436
CATERPILLAR INC,2817
CATHAY GENERAL BANCORP,23500
CATO CORP  -CL A,2818
CAVCO INDUSTRIES INC,2820
CAVITATION TECHNOLOGIES INC,177281
CAVIUM INC,177225
CB FINANCIAL SERVICES INC,18695
CBAK ENERGY TECHNOLOGY INC,148772
CBDMD INC,34621
CBIZ INC,31752
CBL & ASSOCIATES PPTYS INC,29082
CBM BANCORP INC,33602
CBOE GLOBAL MARKETS INC,184500
CBRE GROUP INC,260774
CBS RADIO INC -REDH,27671
CBT FINANCIAL CORP,17700
CBTX INC,32600
CCA INDUSTRIES INC,11930
CCC INTELLIGENT SOLUTIONS HL,39378
CCFNB BANCORP INC,17659
CCOM GROUP INC,3184
CCUR HOLDINGS INC,7092
CD INTERNATIONAL ENTERPRISES,178939
CDI CORP,2538
CDK GLOBAL INC,21761
CDTI ADVANCED MATERIALS INC,282553
CDW CORP,28320
CEA INDUSTRIES INC,186779
CEB INC,118502
CEC ENTERTAINMENT INC,15092
CECO ENVIRONMENTAL CORP,1050
CEDAR FAIR  -LP,13710
CEDAR REALTY TRUST INC,13189
CEETOP INC,186349
CEL-SCI CORP,12711
CELADON GROUP INC,29612
CELANESE CORP,162254
CELATOR PHARMACEUTICALS INC,18613
CELGENE CORP,13599
CELL MEDX CORP,17491
CELLDEX THERAPEUTICS INC,179598
CELLULAR BIOMEDICINE GROUP,177179
CELLULAR DYNAMICS INTL INC,18115
CELSIUS HOLDINGS INC,175269
CELULARITY INC,39277
CEMTREX INC,114203
CENGAGE LEARNING HLDGS II,20149
CENTENE CORP,145552
CENTENNIAL RESRCE DEV -REDH,27634
CENTERPOINT ENERGY INC,5742
CENTERPOINT ENERGY RES CORP,145350
CENTERPOINT ENRG HOUSTON ELE,155969
CENTERSTATE BANK CORP,142088
CENTRAL BANCOMPANY,154511
CENTRAL ENERGY PARTNERS LP,161977
CENTRAL GARDEN & PET CO,25536
CENTRAL HUDSON GAS & ELECTR,156417
CENTRAL MAINE POWER CO,146411
CENTRAL NATURAL RES INC,2852
CENTRAL PACIFIC FINANCIAL CP,16705
CENTRAL STEEL & WIRE CO,2865
CENTRAL VALLEY CMNTY BANCORP,63224
CENTRESPACE,65640
CENTRIC BRANDS INC,26863
CENTRUE FINANCIAL CORP,63687
CENTRUS ENERGY CORP,112759
CENTURY ALUMINUM CO,62516
CENTURY BANCORP INC/MA,16748
CENTURY CASINOS INC,29151
CENTURY COMMUNITIES INC,18004
CENTURY FINANCIAL CORP,22267
CENVEO INC,61338
CEPHEID INC,136804
CEPTON INC,37908
CERBERUS CYBER SENTINEL CORP,36335
CERENCE INC,35614
CERES INC,187285
CERIDIAN HCM HOLDING,23546
CERNER CORP,12850
CERTARA INC,37414
CERULEAN PHARMA INC,20183
CERUS CORP,64327
CES SYNERGIES INC,19130
CEVA INC,135788
CF BANKSHARES INC,117018
CF INDUSTRIES HOLDINGS INC,163946
CFN ENTERPRISES INC,179137
CFSB BANCORP INC,39622
CH2M HILL COS LTD,183345
CHAMBERS STREET PROPERTIES,18005
CHAMPION INDUSTRIES INC,26900
CHAMPIONS ONCOLOGY INC,14983
CHAMPIONX CORP,33326
CHANGE HEALTHCARE INC,34954
CHANNELADVISOR CORP,17811
CHANTICLEER HOLDINGS INC,164284
CHAPARRAL ENERGY INC,165556
CHARAH SOLUTIONS,33596
CHARGE ENTERPRISES INC,176064
CHARGEPOINT HOLDINGS INC,38198
CHARLES & COLVARD LTD,65850
CHARLES RIVER LABS INTL INC,137131
CHART INDUSTRIES INC,25964
CHARTER COMMUNICATIONS INC,126136
CHARTER FINANCIAL CORP/MD,145636
CHASE CORP,3203
CHASE GENERAL CORP,154984
CHATHAM LODGING TRUST,184688
CHECKPOINT SYSTEMS INC,2953
CHECKPOINT THERAPEUTICS INC,29013
CHEESECAKE FACTORY INC,25737
CHEFS' WAREHOUSE INC,186960
CHEGG INC,18556
CHEMBIO DIAGNOSTICS INC,140568
CHEMED CORP,2960
CHEMICAL FINANCIAL CORP,15197
CHEMOCENTRYX INC,179671
CHEMOURS CO,22741
CHEMTURA CORP,3607
CHEMUNG FINANCIAL CORP,17877
CHENIERE ENERGY INC,29453
CHENIERE ENERGY PARTNERS LP,176914
CHERUBIM INTERESTS INC,180007
CHESAPEAKE ENERGY CORP,27786
CHESAPEAKE FINL SHARES INC,63272
CHESAPEAKE LODGING TRUST,183963
CHESAPEAKE UTILITIES CORP,2986
CHEVIOT FINANCIAL CORP,154760
CHEVRON CORP,2991
CHEWY INC,35287
CHIASMA INC,24523
CHICAGO RIVET & MACHINE CO,2999
CHICKEN SOUP FOR SOUL ENTNT,32322
CHICOPEE BANCORP INC,175130
CHICOS FAS INC,27981
CHILDRENS PLACE INC,65430
CHIMERIX INC,17498
CHINA AUTO LOGISTICS INC,178304
CHINA AUTOMOTIVE SYSTEMS INC,149683
CHINA CHANGJIANG MINING & NE,11409
CHINA EDUCATION ALLIANCE INC,160471
CHINA FRUITS CORP,24887
CHINA GEWANG BIOTECH INC,22865
CHINA GINSENG HOLDINGS INC,165786
CHINA GREEN AGRICULTURE INC,21241
CHINA HEALTH INDUSTRIES HLDG,176161
CHINA HOUSING & LAND DEV INC,164404
CHINA LIAONING DINGXU ECOLOG,170598
CHINA MEDIA INC,180734
CHINA PHARMA HOLDINGS INC,148239
CHINA PRECISION STEEL INC,176369
CHINA SHENGDA PACKAGING GP,184684
CHINA UNITED INSURANCE SVC,171238
CHINA VTV LTD,35191
CHINA XD PLASTICS CO LTD,178327
CHINA XINGBANG IND GROUP INC,171114
CHINA YIDA HOLDING CO,137371
CHINAMERICA ANDY MOVIE ENTMT,14040
CHINOOK THERAPEUTICS INC,37168
CHINOS HLDGS INC -REDH,31829
CHIPOTLE MEXICAN GRILL INC,165914
CHOICE HOTELS INTL INC,65615
CHOICEONE FINANCIAL SERVICES,66453
CHORD ENERGY CORP,184442
CHRISTOPHER & BANKS CORP,25108
CHROMADEX CORP,177367
CHRYSLER GROUP LLC,177827
CHS INC,134464
CHUBB CORP,3024
CHUMA HOLDINGS INC,178049
CHURCH & DWIGHT INC,3026
CHURCHILL DOWNS INC,3028
CHUY'S HOLDINGS INC,187775
CIBL INC,181775
CICERO INC,61068
CIDARA THERAPEUTICS INC,23358
CIENA CORP,64356
CIFC LLC,163680
CIG WIRELESS CORP,186654
CIGNA GROUP (THE),2547
CIMAREX ENERGY CO,150699
CINCINNATI BANCORP,26364
CINCINNATI BELL INC,3036
CINCINNATI FINANCIAL CORP,14824
CINEDIGM CORP,155616
CINEMARK HOLDINGS INC,177108
CINEMARK USA INC,60972
CINTAS CORP,3062
CION INVESTMENT CORP,23984
CIRCOR INTL INC,124775
CIRRUS LOGIC INC,16401
CISCO SYSTEMS INC,20779
CIT GROUP INC,149738
CITI TRENDS INC,163051
CITIGROUP INC,3243
CITIZENS & NORTHERN CORP,18037
CITIZENS BANCORP VA INC,111527
CITIZENS BANCORP/OR,110940
CITIZENS BANCSHARES CORP,120038
CITIZENS COMMUNITY BANCORP,266160
CITIZENS FINANCIAL GROUP INC,21825
CITIZENS FINANCIAL SVCS INC,21521
CITIZENS FIRST CORP,117901
CITIZENS HOLDING CO,125234
CITIZENS INC,16775
CITRINE GLOBAL CORP,27809
CITRIX SYSTEMS INC,61676
CITY HOLDING CO,16781
CITY NATIONAL CORP,3082
CITY OFFICE REIT INC,19851
CIVISTA BANCSHARES INC,21593
CIVITAS RESOURCES INC,187698
CIVITAS SOLUTIONS INC,185337
CKX LANDS INC,22861
CLARCOR INC,3093
CLARUS THERAPEUTICS HOLD INC,185946
CLAYTON WILLIAMS ENERGY INC,28296
CLEAN ENERGY FUELS CORP,176343
CLEAN ENERGY TECHNOLOGIES,166740
CLEAN HARBORS INC,14027
CLEANSPARK INC,186904
CLEAR CHANNEL OUTDOOR HLDGS,164660
CLEAR SECURE INC,38954
CLEARFIELD INC,12482
CLEARONE INC,18549
CLEARPOINT NEURO INC,184077
CLEARSIDE BIOMEDICAL INC,26798
CLEARSIGN TECHNOLOGIES CORP,171155
CLEARTRONIC INC,164401
CLEARWATER ANA HOL INC,39554
CLEARWATER PAPER CORP,181931
CLEARWAY ENERGY INC,18293
CLECO CORP,2859
CLECO POWER LLC,145268
CLENE INC,37633
CLEVELAND BIOLABS INC,166591
CLEVELAND ELECTRIC ILLUM,12564
CLEVELAND-CLIFFS INC,3107
CLIFTON BANCORP INC,154757
CLIMB GLOBAL SOLUTIONS INC,61028
CLIPPER REALTY INC,26475
CLOROX CO/DE,3121
CLOUD PEAK ENERGY INC,180635
CLOUDERA INC,31004
CLOUDFLARE INC,35604
CLOUDWEB INC,24730
CLOVER HEALTH INVESTMENTS,37711
CLOVIS ONCOLOGY INC,196055
CLUBCORP HOLDINGS INC,18339
CMC MATERIALS INC,133726
CME GROUP INC,149070
CMG HOLDINGS GROUP INC,178074
CMS BANCORP INC,176762
CMS ENERGY CORP,3439
CMTSU LIQUIDATION INC,29900
CNA FINANCIAL CORP,2558
CNB FINANCIAL CORP/PA,17534
CNBX PHARMACEUTICALS INC,187166
CNL LIFESTYLE PROPERTIES INC,179707
CNO FINANCIAL GROUP INC,12603
CNX MIDSTREAM PARTNERS LP,21652
CNX RESOURCES CORPORATION,120093
CO-DIAGNOSTIC INC,31542
COAST DISTRIBUTION SYSTEMS,3129
COASTAL FINANCIAL CORP,33695
COASTWAY BANCORP INC,19529
COATES INTERNATIONAL LTD,175001
COBALT INTL ENERGY INC,184040
COBIZ FINANCIAL INC,111779
COCA COLA CONSOLIDATED INC,3138
COCA-COLA CO,3144
COCRYSTAL PHARMA INC,19467
CODA OCTOPUS GROUP INC,183547
CODE REBEL CORP,23494
CODEXIS INC,179841
CODIAK BIOSCIENCES IN,35154
CODORUS VALLEY BANCORP,17715
COEUR MINING INC,3153
COFFEE HOLDING CO INC,160742
COFFEE INC,28394
COGENT BIOSCIENCES INC,36949
COGENT COMMUNICATIONS HLDGS,147204
COGENTIX MEDICAL INC,65218
COGNEX CORP,16188
COGNIZANT TECH SOLUTIONS,111864
COHEN & COMPANY INC,175674
COHEN & STEERS INC,266214
COHERENT CORP,14561
COHERENT INC,3157
COHERUS BIOSCIENCES INC,21841
COHU INC,3158
COINBASE GLOBAL INC,34749
COLE CREDIT PROPERTY TR IV,18103
